,sentiment,text
15520,1,lady across the way had a miscarriage say a prayer
4169,0,gonna get off to try and catch some z s no more high school after tomorrow exclamation which really sucks i wish i didn 
8263,0, miss chatting with you
24364,2,also with the not driving part i could afford a laptop also living with a roommate i would save even more
13197,1,just arrived at on about 150 fellows i can t see a girl exclamation 
3300,0, i told that joke onstage at butlins in 1991 one person laughed scarred for life at 8
22012,2,really enjoyed star trek great movie amazing special effects definately recommend even if your not a trekky
15505,1,ah this is getting to me
24512,2, been meaning to email you for months your pre reunion party must be coming up soon really wish i could be there 140 char soon
10482,1, i wud do but im at work srry censored 
17976,2,morning exclamation exclamation exclamation hope you all have a lovely holiday monday whatever you are goin to be up to exclamation 
20460,2, a mocha at 12 30am question my youã â â½re brave
24836,2,listening to jubey snoring on the phone hehe goodnight
12658,1,_pase i guess u ain like me den my hair cut short lol
2299,0, yup working away hard exclamation busy busy busy
26070,2, lol don t mention it my pleasure exclamation exclamation 
23921,2,_benson wohoo exclamation well done exclamation i started macarena ing too
20871,2,sweet usb at charles and marie site just bought it 
23514,2, i know exclamation d i finally got my component cables for the ps2 in the other day and instead of playing p3 fes i played oot 
19469,2,meeting and friend tonight going to discuss human trafficking issues daly is chaplain therapist and an interesting guy
512,0, nooooooo exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation why in july question im gonna be back home nooooooooooo exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation exclamation 
10290,1,is busy creating a new logo for my site
16309,1, haha it the booomb
22387,2, hahahahahahahahahah exclamation that tickled me so much exclamation 
16276,1, were have you been question 
4586,0,wait and electrik red or richgirl question i m a sucker for the later
9400,1,morning don t ask me why i m up so early
20309,2,at rocky cola diner in whittier tonight with teacher pal mr b we had a great time chatting but no one else came 
22591,2, aww you are so helpful we getting sweepy here sis says we can have whipped cream before bed i save u some
16300,1, btw do you realize your profile pic makes you look much older than you say you are question 
20229,2,sweet spice girls sing along w good friends
2967,0, ouch i won t be down in miami tomorrow morning that sucks it s a cruise question are you driving back the next saturday question 
23576,2, i saw your tweet minutes before going to lunch decided to skip that today thanks for saving me the money speedy recovery exclamation 
14410,1,and again 
10809,1,its already been a crazy morning and its only 1030
3416,0,very disappointed in him gonna have to sleep it off 
426,0,poor little mba is on fire again
11732,1,hey thank you so much for the followfriday i failed miserably to get a list together this week
17499,1, i ve made a game for you stephen well actually it s for us not you
19557,2,i love this day no school studyin quietly
13449,1, vocã â â½ que sumiu forever do msn 
15702,1, this has been like the never ending story all i seem to be doing is packing and now unpacking exclamation exclamation exclamation soon over great here
23964,2,hey guys it s working no need to worry i have tooo many followers tho 
6242,0,i made it six days in a row w out an accident in the house and then pops took me to a strange place and didn t give me time after b fast
4587,0, oh no exclamation u must get 1 exclamation exclamation exclamation lol mum still isnt convinced and we have 3
12884,1,to doente
26223,2, thanks got a hold of someone there who knew their stuff at last exclamation 
8461,0,home w bae myka he s so meann
9348,1, i want one wanna give me one question 
2804,0,got my hair cut great stupid gum 
18810,2,roxy was right this palmade stuffs pretty cool
16138,1, and who says i wasn t just muttering to myself question 
12099,1, iam eating pizza want some question question question haha 
1815,0, im listening to people saying eww at out current frog disection poor froggy 
18236,2,wow i m soo hungover
19341,2, oh cool exclamation when is alpha 1 18 coming out question auto connect was the feature i wanted to request
6971,0, that really sucks i feel bad for you at least i woke up at eight 
6669,0,just got back from school exclamation ugh i don t want to go to the dance tonight
6853,0,also why are paracetamol so hard to swallow question even when the long ones are snapped in half ow 
22522,2, thank you and hope you are having a great day
20821,2,i m feeling higher than mt everest
16969,1,getting ready to to to school
15057,1, or something to do with all the red bull question hmmm you think maybe question 
17007,1, hehe sure thing
23049,2,just got the nashville ihop staff to hit the dougie with me and mayne what a censored night
8300,0, you didn t come to see the hosts at hilton mr thomas we spent lots of money for nothing that s boring
16920,1,artwork at 3am gotta get this portfolio done for meca by wednesday meeting with milonzzi to review it then 
8095,0,yukky rainy friday
653,0,i think i m broke again 
14193,1,up and at em got a big to do list for today and hubby has to work but then weekend is going to be just us i think exclamation 
8250,0,needless to say i didn t stay to find cache 90 
19191,2,i am outta here see you guys later or tomorrow happy mom s day again exclamation 
5159,0, we ll test that theory with no right arm to strum with got a feelin i ll be humming my new tunes for a while
22439,2, have fun focus grouping exclamation i have no participants as of yet 
9700,1, lol since i got twitter a little while ago it seems like loads of people setting up an account
12313,1,i chilled in my room with my baby book missed my bro leavin he really is cool had a stripper shirt on said i suppoort single moms exclamation funny
18826,2,i would appreciate it if you would i am a big tim kaul fan ya know
2180,0, i ve been unlocked for decades now just not lucky never have been gottta make my own luck and that involves 
10638,1,listening to hey zulu red n meth sux to be at work right now
20768,2,heyyy where d my tweet go question shouts to bc her lists are always amazing exclamation 
22147,2,happy mother s day to the tweetin mamas nite tweeple exclamation 
19331,2,it s nice to leave the office when the sun is still up
8229,0, i have no iphone poor credit exclamation but i cannot live without my cell phone exclamation i am on mass transit every day exclamation 
10427,1,my throat hurts bad tonight is going to be fun 
3222,0, really question question oh sorry yall lol
4910,0,friday tubes at work are slow 
15554,1, until brings back our everyone button you can access the public timeline at 
23106,2, this is cool van helden 
437,0,it s freakin hot and humid today 
7357,0,is tired and turning off the internet you can play on it in the morning 
